nan,2.866206143745254897e-03,5.318609421476454616e-03,2.557489450783663465e-02,2.010916707332697367e-03,1.211965262062157525e-03,-7.125896252238583806e-04,4.668930586430558582e-03,2.622088121552321009e-03,-2.370553704843653131e-03,-5.152473332120738325e-03,-2.119807446167160103e-04
nan,nan,-1.089799102024796400e-02,-6.876439413813828505e-03,-1.052636626696092439e-02,-1.097101784959190855e-02,-1.056310227019571779e-02,-1.075594508080784939e-02,-1.304239489670238825e-02,-9.586283172047904699e-03,-1.045203562789423501e-02,-1.249887680972561893e-02
nan,nan,nan,-9.516460000148815879e-03,-8.242580353688815434e-03,-7.540433724420660642e-03,-7.783475251967058098e-03,-3.517435986688660643e-03,-8.658106170213319616e-03,-4.138487202363150264e-03,-1.032675164987398309e-02,-6.749107967932058139e-03
nan,nan,nan,nan,-4.648289613497745554e-04,1.262944430658731010e-04,-4.104455670412981982e-04,4.779275849334602144e-03,2.580141822469547534e-03,-2.748761888384881891e-03,-6.689411556641822187e-04,-3.549401083265152357e-03
nan,nan,nan,nan,nan,5.440587313685707818e-03,4.029350356455668053e-03,1.238382304801141642e-02,5.361427466308749633e-03,9.709790128041823065e-03,3.434686647985490948e-03,6.516741793730768117e-03
nan,nan,nan,nan,nan,nan,-1.286894362709754824e-03,2.086410968377139241e-05,-9.311783448921538524e-04,-8.434902587260706408e-04,-1.258793458435575330e-03,-1.480734893625747228e-03
nan,nan,nan,nan,nan,nan,nan,1.017833148577221292e-02,8.199335582423552399e-03,6.536878997777578748e-03,5.597852050579768535e-02,6.814224440603006139e-03
nan,nan,nan,nan,nan,nan,nan,nan,1.122237296744891047e-02,2.134747308234230534e-02,3.426348257947353648e-03,1.724219459876788485e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,4.872780133881982056e-03,9.892343771382927642e-03,8.054850942496749600e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.073718918920619547e-02,-1.268700440709087662e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.480357746459288415e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
