nan,3.780716009059335858e-02,3.701783974802355659e-02,6.709702262943972872e-02,3.645653129470316500e-02,3.672297233160648489e-02,3.390377176302534351e-02,3.655316504970629321e-02,3.722888628916964232e-02,5.730281436659498406e-02,5.938790208677163784e-02,3.661160751771183608e-02
nan,nan,-1.628723598957268655e-03,-1.391611728149843435e-03,-1.530296744100589305e-03,-1.543039252567465379e-03,-1.527181828750634809e-03,-2.362354492030760422e-03,-2.092424273467445583e-03,-1.688471225607154902e-03,3.635546809295231441e-04,-1.553594168966304645e-03
nan,nan,nan,-8.789500957522324021e-04,-6.874512980420210235e-05,1.675836827960217198e-04,-1.986426415646119423e-04,-1.636428903553643899e-03,-5.812266046032257827e-04,2.729149619195708754e-04,1.013262453692820309e-03,1.147493166541611935e-04
nan,nan,nan,nan,7.550183357361026429e-03,7.414994186895622515e-03,1.031320931103491337e-02,5.585929274184275872e-03,1.198926902102712827e-02,4.781854513039909826e-02,6.564191741885438969e-03,7.950773143939882104e-03
nan,nan,nan,nan,nan,1.915526685980525987e-04,2.214608880293207974e-04,-2.920811718837290627e-05,1.815181538617413604e-04,5.779565538637648769e-04,-1.373129426618657778e-04,1.849155362992533388e-04
nan,nan,nan,nan,nan,nan,3.499387634996915797e-04,9.313140832324373619e-04,3.279304092016072092e-04,4.073268705905991327e-04,1.817352429748508857e-04,4.028865333811196313e-04
nan,nan,nan,nan,nan,nan,nan,5.402878715589642944e-03,5.481836136726925268e-03,8.878045663749667415e-04,2.368282379849789843e-02,3.498607227605385860e-03
nan,nan,nan,nan,nan,nan,nan,nan,-1.028216043368215121e-02,-4.070736110189585033e-03,-1.369813215654075433e-02,-8.541196824521302827e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,-8.650848306535757759e-04,2.131775927079668231e-02,1.333309543619005597e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.248673663562529956e-02,-3.554360690390152844e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.082247352020566586e-02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
