nan,-1.756380394029952163e-02,-1.507132887028229257e-02,-7.117916741558136251e-03,-2.014143285810891804e-02,-1.748847434446930763e-02,-1.623018651796344358e-02,-1.074078171356671052e-02,-1.805875401921137532e-02,-1.267633755287386754e-02,-2.131036162818966684e-02,-1.067372846125107938e-02
nan,nan,8.957705292273986097e-04,1.384163098115495649e-03,1.012757675961540628e-03,9.534861077118176806e-04,1.788045303232850547e-03,1.141595352769891880e-03,8.996565606515002488e-04,1.252378732069597822e-03,1.344725021404091780e-04,1.985055796892773450e-03
nan,nan,nan,-1.204568591516196052e-02,-1.067922925966400399e-02,-1.038480618641693734e-02,-1.081224688354514435e-02,-5.615499901210491140e-03,-1.150497749309415708e-02,-7.288184026198296639e-03,-1.325921672297175613e-02,-9.484346704412574547e-03
nan,nan,nan,nan,2.768128968214932616e-03,4.433202654770773861e-03,2.923880456031369146e-03,6.437849480334101315e-03,5.585923485516858938e-03,3.452620927484106872e-03,4.247327736833034217e-03,1.292665672745628436e-03
nan,nan,nan,nan,nan,8.359533331759700595e-04,4.978689784731760160e-04,2.557126482115756883e-03,8.166782323142053514e-04,2.864781767500212961e-03,2.135602502806865921e-04,1.170921600503839477e-03
nan,nan,nan,nan,nan,nan,9.054103605941193900e-04,1.152280482058287703e-03,1.003304763195575966e-03,5.787518020987925116e-04,6.785346392759461498e-04,6.966756770098239682e-04
nan,nan,nan,nan,nan,nan,nan,9.016479897566875845e-03,8.181578823050660726e-03,7.380343265346089865e-03,7.775457066797539230e-02,6.989342510944872300e-03
nan,nan,nan,nan,nan,nan,nan,nan,1.302265226625293551e-02,1.868904622572803431e-02,5.362153032909627859e-03,4.134109607856685520e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,4.231476627583663497e-03,6.311146979052495443e-03,5.936154903396682891e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-7.320522578783600354e-03,3.451351111246565850e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.133491482823513363e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
